CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1T,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE
AM,7885,AERO MEXICO,2024-03-11 09:00:00,2024-03-11 09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LY,323,EL AL ISRAEL AIRLINES,2024-03-11 09:00:00,2024-03-11 09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
SK,3163,SAS,2024-03-11 09:00:00,2024-03-11 09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
AA,9261,AMERICAN AIRLINES,2024-03-11 09:15:00,2024-03-11 09:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
AM,7863,AERO MEXICO,2024-03-11 09:15:00,2024-03-11 09:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
LY,086,EL AL ISRAEL AIRLINES,2024-03-11 09:15:00,2024-03-11 09:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
LY,315,EL AL ISRAEL AIRLINES,2024-03-11 09:15:00,2024-03-11 09:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
SK,3181,SAS,2024-03-11 09:15:00,2024-03-11 09:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
U8,103,TUS AIRWAYS,2024-03-11 09:30:00,2024-03-11 09:30:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-03-11 09:40:00,2024-03-11 09:40:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
6H,044,ISRAIR AIRLINES,2024-03-11 10:00:00,2024-03-11 10:00:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
6H,725,ISRAIR AIRLINES,2024-03-11 10:00:00,2024-03-11 10:00:00,D,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,ON TIME
A4,5025,AZIMUTH AIRLINES,2024-03-11 10:05:00,2024-03-11 10:05:00,A,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,,,NOT FINAL
W6,2325,WIZZAIR,2024-03-11 10:05:00,2024-03-11 10:05:00,A,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,NOT FINAL
EK,2370,EMIRATES,2024-03-11 10:10:00,2024-03-11 10:10:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
FZ,1550,FLYDUBAI,2024-03-11 10:10:00,2024-03-11 10:10:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
AM,7868,AERO MEXICO,2024-03-11 10:20:00,2024-03-11 10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-03-11 10:20:00,2024-03-11 10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-03-11 10:20:00,2024-03-11 10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
DL,7425,DELTA AIRLINES,2024-03-11 10:20:00,2024-03-11 10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
EK,2450,EMIRATES,2024-03-11 10:20:00,2024-03-11 10:20:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
FZ,1081,FLYDUBAI,2024-03-11 10:20:00,2024-03-11 10:20:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-03-11 10:20:00,2024-03-11 10:20:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
LY,002,EL AL ISRAEL AIRLINES,2024-03-11 10:20:00,2024-03-11 10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
IZ,162,ARKIA  ISRAELI  AIRLINES,2024-03-11 10:30:00,2024-03-11 10:30:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,,,NOT FINAL
UA,085,UNITED AIRLINES,2024-03-11 10:30:00,2024-03-11 10:30:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,ON TIME
HY,301,UZBEKISTAN AIR,2024-03-11 10:35:00,2024-03-11 10:35:00,A,TAS,TASHKENT,TASHKENT,UZBEKISTAN,3,,,NOT FINAL
W6,2326,WIZZAIR,2024-03-11 10:55:00,2024-03-11 10:55:00,D,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,ON TIME
A4,5026,AZIMUTH AIRLINES,2024-03-11 11:05:00,2024-03-11 11:05:00,D,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,,,ON TIME
EY,593,ETIHAD AIRWAYS,2024-03-11 11:20:00,2024-03-11 11:20:00,A,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,,,NOT FINAL
LY,9600,EL AL ISRAEL AIRLINES,2024-03-11 11:20:00,2024-03-11 11:20:00,A,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,,,NOT FINAL
BZ,111,BLUE BIRD AIRWAYS,2024-03-11 11:35:00,2024-03-11 11:35:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,,,NOT FINAL
EK,2451,EMIRATES,2024-03-11 11:35:00,2024-03-11 11:35:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
FZ,1082,FLYDUBAI,2024-03-11 11:35:00,2024-03-11 11:35:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
EK,2363,EMIRATES,2024-03-11 11:40:00,2024-03-11 11:40:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
FZ,1211,FLYDUBAI,2024-03-11 11:40:00,2024-03-11 11:40:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
6H,047,ISRAIR AIRLINES,2024-03-11 11:45:00,2024-03-11 11:45:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
BZ,701,BLUE BIRD AIRWAYS,2024-03-11 11:55:00,2024-03-11 11:55:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
A3,926,AEGEAN  AIRLINES,2024-03-11 12:00:00,2024-03-11 12:00:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
JU,7620,AIR SERBIA,2024-03-11 12:00:00,2024-03-11 12:00:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
WZ,015,RED WINGS AIRLINES,2024-03-11 12:00:00,2024-03-11 12:00:00,A,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,NOT FINAL
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-03-11 12:05:00,2024-03-11 12:05:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
LY,542,EL AL ISRAEL AIRLINES,2024-03-11 12:05:00,2024-03-11 12:05:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
LY,973,EL AL ISRAEL AIRLINES,2024-03-11 12:10:00,2024-03-11 12:10:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
IZ,215,ARKIA  ISRAELI  AIRLINES,2024-03-11 12:15:00,2024-03-11 12:15:00,D,SKG,THESSALONIKI,THESSALONIKI,GREECE,3,,,ON TIME
BZ,252,BLUE BIRD AIRWAYS,2024-03-11 12:30:00,2024-03-11 12:30:00,D,BCN,BARCELONA,BARCELONA,SPAIN,3,,,ON TIME
B6,6466,JETBLUE AIRWAYS CORPORATION,2024-03-11 12:30:00,2024-03-11 12:30:00,A,BOS,BOSTON-LOGAN INT,BOSTON,UNITED STATES,3,,,NOT FINAL
DL,7436,DELTA AIRLINES,2024-03-11 12:30:00,2024-03-11 12:30:00,A,BOS,BOSTON-LOGAN INT,BOSTON,UNITED STATES,3,,,NOT FINAL
LY,016,EL AL ISRAEL AIRLINES,2024-03-11 12:30:00,2024-03-11 12:30:00,A,BOS,BOSTON-LOGAN INT,BOSTON,UNITED STATES,3,,,NOT FINAL
HY,302,UZBEKISTAN AIR,2024-03-11 12:35:00,2024-03-11 12:35:00,D,TAS,TASHKENT,TASHKENT,UZBEKISTAN,3,,,ON TIME
A3,927,AEGEAN  AIRLINES,2024-03-11 12:50:00,2024-03-11 12:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
BZ,462,BLUE BIRD AIRWAYS,2024-03-11 12:50:00,2024-03-11 12:50:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,ON TIME
EK,4978,EMIRATES,2024-03-11 12:50:00,2024-03-11 12:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
FB,1514,BULGARIA  AIR,2024-03-11 12:50:00,2024-03-11 12:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
JU,7621,AIR SERBIA,2024-03-11 12:50:00,2024-03-11 12:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
EK,2364,EMIRATES,2024-03-11 12:55:00,2024-03-11 12:55:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
FZ,1212,FLYDUBAI,2024-03-11 12:55:00,2024-03-11 12:55:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
AM,7871,AERO MEXICO,2024-03-11 13:00:00,2024-03-11 13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
AR,7855,AEROLINEAS ARGENTINAS S.A.,2024-03-11 13:00:00,2024-03-11 13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
B6,6455,JETBLUE AIRWAYS CORPORATION,2024-03-11 13:00:00,2024-03-11 13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
DL,7430,DELTA AIRLINES,2024-03-11 13:00:00,2024-03-11 13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
EY,594,ETIHAD AIRWAYS,2024-03-11 13:00:00,2024-03-11 13:00:00,D,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,,,ON TIME
LY,007,EL AL ISRAEL AIRLINES,2024-03-11 13:00:00,2024-03-11 13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
LY,9601,EL AL ISRAEL AIRLINES,2024-03-11 13:00:00,2024-03-11 13:00:00,D,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,,,ON TIME
EK,2345,EMIRATES,2024-03-11 13:05:00,2024-03-11 13:05:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
FZ,1125,FLYDUBAI,2024-03-11 13:05:00,2024-03-11 13:05:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
IZ,815,ARKIA  ISRAELI  AIRLINES,2024-03-11 13:10:00,2024-03-11 13:10:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
WZ,4312,RED WINGS AIRLINES,2024-03-11 13:15:00,2024-03-11 13:15:00,D,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,,,ON TIME
LY,327,EL AL ISRAEL AIRLINES,2024-03-11 13:20:00,2024-03-11 13:20:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LY,574,EL AL ISRAEL AIRLINES,2024-03-11 13:20:00,2024-03-11 13:20:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,NOT FINAL
SK,3159,SAS,2024-03-11 13:20:00,2024-03-11 13:20:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
ET,418,ETHIOPIAN AIRLINES,2024-03-11 13:35:00,2024-03-11 13:35:00,A,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,NOT FINAL
LY,8808,EL AL ISRAEL AIRLINES,2024-03-11 13:35:00,2024-03-11 13:35:00,A,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,NOT FINAL
LY,375,EL AL ISRAEL AIRLINES,2024-03-11 13:40:00,2024-03-11 13:40:00,D,LIS,LISBON,LISBON,PORTUGAL,3,,,ON TIME
LY,5107,EL AL ISRAEL AIRLINES,2024-03-11 13:40:00,2024-03-11 13:40:00,D,TBS,TBILISI,TBILISI,GEORGIA,3,,,ON TIME
TP,8920,AIR PORTUGAL,2024-03-11 13:40:00,2024-03-11 13:40:00,D,LIS,LISBON,LISBON,PORTUGAL,3,,,ON TIME
LY,552,EL AL ISRAEL AIRLINES,2024-03-11 13:45:00,2024-03-11 13:45:00,A,SOF,SOFIA,SOFIA,BULGARIA,3,,,NOT FINAL
AM,7874,AERO MEXICO,2024-03-11 13:50:00,2024-03-11 13:50:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,NOT FINAL
B6,6462,JETBLUE AIRWAYS CORPORATION,2024-03-11 13:50:00,2024-03-11 13:50:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,NOT FINAL
DL,7429,DELTA AIRLINES,2024-03-11 13:50:00,2024-03-11 13:50:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,NOT FINAL
LY,006,EL AL ISRAEL AIRLINES,2024-03-11 13:50:00,2024-03-11 13:50:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,NOT FINAL
6H,886,ISRAIR AIRLINES,2024-03-11 13:55:00,2024-03-11 13:55:00,A,BUS,BATUMI,BATUMI,GEORGIA,3,,,NOT FINAL
AF,962,AIR FRANCE,2024-03-11 14:20:00,2024-03-11 14:20:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
B6,6482,JETBLUE AIRWAYS CORPORATION,2024-03-11 14:20:00,2024-03-11 14:20:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
DL,7442,DELTA AIRLINES,2024-03-11 14:20:00,2024-03-11 14:20:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
DL,8457,DELTA AIRLINES,2024-03-11 14:20:00,2024-03-11 14:20:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
EK,2346,EMIRATES,2024-03-11 14:20:00,2024-03-11 14:20:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
FZ,1126,FLYDUBAI,2024-03-11 14:20:00,2024-03-11 14:20:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
LY,026,EL AL ISRAEL AIRLINES,2024-03-11 14:20:00,2024-03-11 14:20:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
UX,1301,AIR EUROPA,2024-03-11 14:20:00,2024-03-11 14:20:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
6H,048,ISRAIR AIRLINES,2024-03-11 14:25:00,2024-03-11 14:25:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
AR,7876,AEROLINEAS ARGENTINAS S.A.,2024-03-11 14:30:00,2024-03-11 14:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
LY,281,EL AL ISRAEL AIRLINES,2024-03-11 14:30:00,2024-03-11 14:30:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
LY,386,EL AL ISRAEL AIRLINES,2024-03-11 14:30:00,2024-03-11 14:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
LY,5101,EL AL ISRAEL AIRLINES,2024-03-11 14:30:00,2024-03-11 14:30:00,D,WAW,WARSAW,WARSAW,POLAND,3,,,ON TIME
ET,419,ETHIOPIAN AIRLINES,2024-03-11 14:35:00,2024-03-11 14:35:00,D,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,ON TIME
LY,8809,EL AL ISRAEL AIRLINES,2024-03-11 14:35:00,2024-03-11 14:35:00,D,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,ON TIME
LY,2366,EL AL ISRAEL AIRLINES,2024-03-11 14:55:00,2024-03-11 14:55:00,A,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,NOT FINAL
U8,108,TUS AIRWAYS,2024-03-11 15:00:00,2024-03-11 15:00:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,,,NOT FINAL
6H,767,ISRAIR AIRLINES,2024-03-11 15:00:00,2024-03-11 15:00:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,ON TIME
AA,9264,AMERICAN AIRLINES,2024-03-11 15:05:00,2024-03-11 15:05:00,A,MUC,MUNICH,MUNICH,GERMANY,3,,,NOT FINAL
LY,343,EL AL ISRAEL AIRLINES,2024-03-11 15:05:00,2024-03-11 15:05:00,D,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,ON TIME
LY,354,EL AL ISRAEL AIRLINES,2024-03-11 15:05:00,2024-03-11 15:05:00,A,MUC,MUNICH,MUNICH,GERMANY,3,,,NOT FINAL
SK,3191,SAS,2024-03-11 15:05:00,2024-03-11 15:05:00,D,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,ON TIME
LO,153,LOT POLISH AIRLINES,2024-03-11 15:10:00,2024-03-11 15:10:00,A,WAW,WARSAW,WARSAW,POLAND,3,,,NOT FINAL
LY,355,EL AL ISRAEL AIRLINES,2024-03-11 15:15:00,2024-03-11 15:15:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
LY,5120,EL AL ISRAEL AIRLINES,2024-03-11 15:15:00,2024-03-11 15:15:00,A,KRK,KRAKOW,KRAKOW,POLAND,3,,,NOT FINAL
SK,3179,SAS,2024-03-11 15:15:00,2024-03-11 15:15:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
AC,9020,AIR CANADA,2024-03-11 15:30:00,2024-03-11 15:30:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
LH,686,LUFTHANSA,2024-03-11 15:30:00,2024-03-11 15:30:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
NH,5459,ALL NIPPON AIRWAYS,2024-03-11 15:30:00,2024-03-11 15:30:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
SN,7173,BRUSSELS AIRLINES,2024-03-11 15:30:00,2024-03-11 15:30:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
UA,9120,UNITED AIRLINES,2024-03-11 15:30:00,2024-03-11 15:30:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
IZ,212,ARKIA  ISRAELI  AIRLINES,2024-03-11 15:35:00,2024-03-11 15:35:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
IZ,816,ARKIA  ISRAELI  AIRLINES,2024-03-11 15:35:00,2024-03-11 15:35:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
LY,2372,EL AL ISRAEL AIRLINES,2024-03-11 15:35:00,2024-03-11 15:35:00,A,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,,,NOT FINAL
SK,3154,SAS,2024-03-11 15:35:00,2024-03-11 15:35:00,A,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,,,NOT FINAL
6H,843,ISRAIR AIRLINES,2024-03-11 15:40:00,2024-03-11 15:40:00,D,RMO,CHISINAU,CHISINAU,MOLDOVA,3,,,ON TIME
IZ,414,ARKIA  ISRAELI  AIRLINES,2024-03-11 15:45:00,2024-03-11 15:45:00,A,BUS,BATUMI,BATUMI,GEORGIA,3,,,NOT FINAL
6H,662,ISRAIR AIRLINES,2024-03-11 15:50:00,2024-03-11 15:50:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
AF,963,AIR FRANCE,2024-03-11 15:55:00,2024-03-11 15:55:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LY,346,EL AL ISRAEL AIRLINES,2024-03-11 16:00:00,2024-03-11 16:00:00,A,GVA,GENEVA,GENEVA,SWITZERLAND,3,,,NOT FINAL
LY,382,EL AL ISRAEL AIRLINES,2024-03-11 16:00:00,2024-03-11 16:00:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,NOT FINAL
SK,3184,SAS,2024-03-11 16:00:00,2024-03-11 16:00:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,NOT FINAL
LH,680,LUFTHANSA,2024-03-11 16:05:00,2024-03-11 16:05:00,A,MUC,MUNICH,MUNICH,GERMANY,3,,,NOT FINAL
LY,358,EL AL ISRAEL AIRLINES,2024-03-11 16:05:00,2024-03-11 16:05:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
SN,7171,BRUSSELS AIRLINES,2024-03-11 16:05:00,2024-03-11 16:05:00,A,MUC,MUNICH,MUNICH,GERMANY,3,,,NOT FINAL
UA,9471,UNITED AIRLINES,2024-03-11 16:05:00,2024-03-11 16:05:00,A,MUC,MUNICH,MUNICH,GERMANY,3,,,NOT FINAL
UX,1302,AIR EUROPA,2024-03-11 16:05:00,2024-03-11 16:05:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
AM,7851,AERO MEXICO,2024-03-11 16:10:00,2024-03-11 16:10:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
AM,7856,AERO MEXICO,2024-03-11 16:10:00,2024-03-11 16:10:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
AR,7856,AEROLINEAS ARGENTINAS S.A.,2024-03-11 16:10:00,2024-03-11 16:10:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
B6,6456,JETBLUE AIRWAYS CORPORATION,2024-03-11 16:10:00,2024-03-11 16:10:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
DL,7431,DELTA AIRLINES,2024-03-11 16:10:00,2024-03-11 16:10:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
LY,008,EL AL ISRAEL AIRLINES,2024-03-11 16:10:00,2024-03-11 16:10:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
LY,339,EL AL ISRAEL AIRLINES,2024-03-11 16:10:00,2024-03-11 16:10:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
SK,3151,SAS,2024-03-11 16:10:00,2024-03-11 16:10:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
AR,7879,AEROLINEAS ARGENTINAS S.A.,2024-03-11 16:15:00,2024-03-11 16:15:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
LY,383,EL AL ISRAEL AIRLINES,2024-03-11 16:15:00,2024-03-11 16:15:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
TP,8900,AIR PORTUGAL,2024-03-11 16:15:00,2024-03-11 16:15:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
LO,154,LOT POLISH AIRLINES,2024-03-11 16:20:00,2024-03-11 16:20:00,D,WAW,WARSAW,WARSAW,POLAND,3,,,ON TIME
U8,109,TUS AIRWAYS,2024-03-11 16:20:00,2024-03-11 16:20:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
AA,9258,AMERICAN AIRLINES,2024-03-11 16:35:00,2024-03-11 16:35:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
LH,687,LUFTHANSA,2024-03-11 16:35:00,2024-03-11 16:35:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
LY,320,EL AL ISRAEL AIRLINES,2024-03-11 16:35:00,2024-03-11 16:35:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
SN,7174,BRUSSELS AIRLINES,2024-03-11 16:35:00,2024-03-11 16:35:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
UA,9123,UNITED AIRLINES,2024-03-11 16:35:00,2024-03-11 16:35:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
IB,2393,IBERIA,2024-03-11 16:40:00,2024-03-11 16:40:00,A,BCN,BARCELONA,BARCELONA,SPAIN,3,,,NOT FINAL
LY,394,EL AL ISRAEL AIRLINES,2024-03-11 16:40:00,2024-03-11 16:40:00,A,BCN,BARCELONA,BARCELONA,SPAIN,3,,,NOT FINAL
LY,363,EL AL ISRAEL AIRLINES,2024-03-11 16:45:00,2024-03-11 16:45:00,D,VIE,VIENNA,VIENNA,AUSTRIA,3,,,ON TIME
LY,5109,EL AL ISRAEL AIRLINES,2024-03-11 16:45:00,2024-03-11 16:45:00,D,TBS,TBILISI,TBILISI,GEORGIA,3,,,ON TIME
AM,7853,AERO MEXICO,2024-03-11 16:50:00,2024-03-11 16:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LY,325,EL AL ISRAEL AIRLINES,2024-03-11 16:50:00,2024-03-11 16:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LY,338,EL AL ISRAEL AIRLINES,2024-03-11 16:50:00,2024-03-11 16:50:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
SK,3150,SAS,2024-03-11 16:50:00,2024-03-11 16:50:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
IZ,301,ARKIA  ISRAELI  AIRLINES,2024-03-11 17:00:00,2024-03-11 17:00:00,D,VNO,VILNIUS INTL,VILNIUS,LITHUANIA,3,,,ON TIME
6H,045,ISRAIR AIRLINES,2024-03-11 17:00:00,2024-03-11 17:00:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
LH,681,LUFTHANSA,2024-03-11 17:10:00,2024-03-11 17:10:00,D,MUC,MUNICH,MUNICH,GERMANY,3,,,ON TIME
LX,252,SWISS INT`L  AIRLINES,2024-03-11 17:10:00,2024-03-11 17:10:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,NOT FINAL
LY,2367,EL AL ISRAEL AIRLINES,2024-03-11 17:10:00,2024-03-11 17:10:00,D,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,ON TIME
